,ScalingFactorS,LoadScalingFactor,electricEnergyKwh,naturalGasEnergyKwh,districtHeatingEnergyKwh,volumeFlowMainVentilatorM3H,PowerDemandMainVentilator,TemperatureBeforeMainVentilator,TemperatureAfterMainVentilator,volumeFlowRegenerationVentilatorM3H,PowerDemandRegenerationVentilator,TemperatureRegenerationHeater,HeatFlowRegenerationHeater,HeatFlowPreCooler/Heater-amb-1,TemperaturePreCooler-amb-1,HeatFlowPreCooler-3-4,TemperaturePreCooler-3-4,HeatFlowPreHeater-5-In,TemperaturePreHeater-5-In,FluidTemperatureInHeatRecoveryUnit,TemperatureInPurgeAir,DewPointTemperatureDryRoom,TemperatureDryRoom,DryRoomHeatLoad,DryRoomMoistureLoad,OutsideRelativeHumidity,OutsideTemperatureDegrees,Preheating,locationVariant
251,1.0,1.0,491735.25,469524.75,207802.23,3.0629168,7781.528,295.4694,296.14893,0.9176,1495.3402,397.73502,88131.42,18651.908,283.15,-10.0,293.45822,33200.0,311.8133,340.83246,310.17276,14.042697,303.23392,2023.75,0.0009859183,0.5155497129433115,13.199897513128693,14790.88,BJ-12
252,2.0,1.0,978357.44,906467.8,517538.0,6.1258335,15499.512,294.8635,295.5425,1.8352,2968.9204,397.73502,163440.75,37352.64,283.15,-20.0,293.39078,66400.0,311.2558,343.41028,310.3818,14.043991,302.37042,4047.5,0.0013888889,0.515549722724047,13.19989769729906,29597.021,BJ-13
253,3.0,1.0,1459229.6,1329870.4,836329.56,9.18875,23240.541,294.49667,295.1758,2.7528,4438.087,397.73502,237816.56,56066.582,283.15,-30.0,293.3459,99600.0,310.8143,343.25208,310.48016,14.044427,301.8492,6071.25,0.0013888889,0.5155497501462124,13.199896561933205,44431.395,BJ-14
254,4.0,1.0,1936744.0,1737786.0,1158654.6,12.251667,30998.844,294.24066,294.91998,3.6704,5905.9346,397.73502,312626.47,74811.61,283.15,-40.0,293.31244,132800.0,310.46704,344.45746,310.60638,14.044647,301.48578,8095.0,0.0013888889,0.5155497310608836,13.199897330210328,59271.64,BJ-15
255,5.0,1.0,2413734.8,2133581.0,1482760.0,15.314584,38760.55,294.0491,294.7286,4.588,7373.1675,397.73502,387743.53,93557.17,283.15,-50.0,293.28702,166000.0,311.21512,345.2458,310.76962,14.044783,301.21402,10118.75,0.0013888889,0.5155497375988052,13.199896715121103,74115.07,BJ-16
256,6.0,1.0,2890326.8,2520418.5,1807670.5,18.3775,46524.223,293.89987,294.57953,5.5056,8840.09,397.73502,462971.84,112302.51,283.15,-60.0,293.268,199200.0,310.73447,345.79962,310.94724,14.044868,301.00235,12142.5,0.0013888889,0.5155497243480947,13.199897282285217,88958.414,BJ-17
257,7.0,1.0,3368796.5,2900498.8,2132827.0,21.440416,54289.09,293.78027,294.46005,6.4232,10306.847,397.73502,538231.25,131059.61,283.15,-70.0,293.25436,232400.0,310.35452,346.2096,311.1229,14.0449295,300.83273,14166.25,0.0013888889,0.5155496877102483,13.199897816896216,103802.07,BJ-18
258,8.0,1.0,3847068.0,3275414.5,2457935.5,24.503334,62054.695,293.68265,294.36255,7.3408,11773.466,397.73502,613485.25,149803.6,283.15,-80.0,293.2452,265600.0,310.19022,346.5252,311.28555,14.044985,300.69427,16190.0,0.0013888889,0.5155497121047862,13.199897315167922,118647.664,BJ-19
259,9.0,1.0,4325188.0,3645893.8,2782885.2,27.56625,69821.05,293.6015,294.2815,8.2584,13239.948,397.73505,688727.0,168545.58,283.15,-90.0,293.2588,298800.0,310.12106,346.77557,311.4307,14.045022,300.57925,18213.75,0.0013888889,0.5155497242093797,13.199897164051075,133492.78,BJ-20
260,0.5,2.0,249107.88,266513.06,59506.082,1.5314584,3935.9978,296.25674,296.9385,0.4588,740.6255,397.73608,63092.832,9319.808,283.15,-5.0,293.5575,16517.3,312.92267,339.62704,309.84012,14.107262,304.47366,2023.75,0.0009859183,0.5155497316913222,13.199897236561231,7396.395,BJ-21
261,1.0,2.0,488046.44,513081.94,173935.25,3.0629168,7785.8804,295.75433,296.43402,0.9176,1470.9233,397.73538,84498.97,18658.137,283.15,-10.0,293.51312,33200.0,311.85605,343.71466,310.127,14.109824,303.75034,4047.5,0.0013888889,0.515549733877652,13.199897442630387,14792.976,BJ-22
262,2.0,2.0,975621.4,976833.06,468463.97,6.1258335,15509.196,295.14377,295.823,1.8352,2917.2944,397.73502,160993.34,37375.055,283.15,-20.0,293.46225,66400.0,311.28378,345.88217,310.35443,14.111107,302.8797,8095.0,0.0013888889,0.5155497014183882,13.199897829484962,29586.693,BJ-23
263,3.0,2.0,1461717.8,1407200.5,781622.44,9.18875,23220.602,294.77524,295.4546,2.7528,4358.866,397.73502,237952.9,56083.336,283.15,-30.0,293.43243,99600.0,310.85275,343.82306,310.41336,14.111539,302.3558,12142.5,0.0013888889,0.5155497455072147,13.19989662784367,44398.36,BJ-24
264,4.0,2.0,1943740.0,1820484.5,1096195.2,12.251667,30956.56,294.51907,295.1986,3.6704,5798.9507,397.73502,312795.1,74780.74,283.15,-40.0,293.41293,132800.0,310.50833,344.45792,310.52444,14.111757,301.992,16190.0,0.0013888889,0.515549714174026,13.19989726359076,59222.207,BJ-25
265,5.0,2.0,2424503.2,2222758.0,1410719.5,15.314584,38709.81,294.32822,295.00793,4.588,7238.4224,397.73502,388427.53,93464.47,283.15,-50.0,293.40042,166000.0,311.24237,345.24582,310.68555,14.111891,301.72113,20237.5,0.0013888889,0.5155497308123133,13.199896869911935,74050.56,BJ-26
266,6.0,2.0,2904268.0,2614590.2,1724843.5,18.3775,46465.04,294.1802,294.86008,5.5056,8677.527,397.73502,463893.2,112165.234,283.15,-60.0,293.39343,199200.0,310.7707,345.7995,310.8658,14.111977,301.5111,24285.0,0.0013888889,0.5155497184148327,13.199897548641264,88881.84,BJ-27
267,7.0,2.0,3385620.5,2997287.0,2038637.5,21.440416,54221.395,294.07623,294.75592,6.4232,10116.445,397.73502,539002.8,130895.94,283.15,-70.0,293.39853,232400.0,310.38437,346.2095,311.05295,14.094884,301.3341,28332.5,0.0013888889,0.5155497154473431,13.199897311166994,103712.91,BJ-28
268,8.0,2.0,3866675.2,3371990.2,2352140.2,24.503334,61977.637,293.99213,294.67172,7.3408,11555.218,397.73502,614089.0,149620.61,283.15,-80.0,293.41217,265600.0,310.2122,346.52512,311.22333,14.080317,301.19073,32380.0,0.0013888889,0.5155497279505546,13.1998972522918,118548.93,BJ-29
269,9.0,2.0,4347536.5,3738259.8,2665379.2,27.56625,69733.9,293.9224,294.6019,8.2584,12993.882,397.73505,689160.2,168347.39,283.15,-90.0,293.4844,298800.0,310.13644,346.77548,311.37308,14.068974,301.0731,36427.5,0.0013888889,0.5155497321955385,13.199897296113454,133379.47,BJ-30
270,0.5,0.5,181429.2,245496.9,127423.48,1.5314584,3933.478,296.61557,297.27133,0.4588,761.85864,397.73505,63075.594,11125.21,283.15,-5.0,293.62097,14462.207,313.81528,333.15,309.95132,14.006453,304.84024,505.9375,0.00012618797,0.7462181741452594,-0.25422417286563076,22974.463,NU-1
271,1.0,0.5,357699.56,476321.12,303622.5,3.0629168,7774.626,296.17636,296.8308,0.9176,1516.1948,397.73502,95497.78,22249.738,283.15,-10.0,293.5992,33200.0,313.16296,333.15,310.22205,14.009045,304.20514,1011.875,0.00025237593,0.7462181423648399,-0.2542238405869969,45949.426,NU-2
272,2.0,0.5,708100.2,926411.1,686018.6,6.1258335,15473.848,295.65247,296.30707,1.8352,3013.1816,397.73508,176941.42,44594.125,283.15,-20.0,293.59192,66400.0,312.4206,335.52295,310.39096,14.010344,303.45654,2023.75,0.00050475186,0.7462181901548149,-0.2542242742269418,91959.87,NU-3
273,3.0,0.5,1050444.6,1372380.2,1069627.0,9.18875,23194.19,295.3442,295.9992,2.7528,4506.088,397.73502,253788.52,66984.836,283.15,-30.0,293.60394,99600.0,312.09326,337.91763,310.40753,14.010782,303.01773,3035.625,0.0007571278,0.7462181462977392,-0.2542239039781553,138037.25,NU-4
274,4.0,0.5,1388013.0,1817048.6,1452882.8,12.251667,30934.19,295.13263,295.78793,3.6704,5997.7607,397.73502,329273.4,89385.98,283.15,-40.0,293.6242,132800.0,311.9191,339.0796,310.53094,14.011004,302.71692,4047.5,0.0010095037,0.7462181542038678,-0.2542241355764467,184130.5,NU-5
275,5.0,0.5,1723908.0,2261141.5,1835615.0,15.314584,38691.117,294.97614,295.63174,4.588,7488.888,397.73502,404646.34,111793.5,283.15,-50.0,293.64926,166000.0,311.81454,339.78632,310.62814,14.01114,302.4946,5059.375,0.0012618797,0.7462181589118441,-0.25422419379534456,230232.58,NU-6
276,6.0,0.5,2058782.0,2704910.8,2218146.8,18.3775,46454.785,294.85538,295.5112,5.5056,8979.747,397.73502,480323.53,134193.61,283.15,-60.0,293.67743,199200.0,311.74426,340.2735,310.84067,14.011227,302.32306,6071.25,0.0013888889,0.7462181666504842,-0.2542240524861922,276336.97,NU-7
277,7.0,0.5,2395292.2,3147863.5,2600732.2,21.440416,54222.953,294.75955,295.4156,6.4232,10470.433,397.73505,556388.06,156596.44,283.15,-70.0,293.70776,232400.0,311.6954,340.63235,311.0438,14.011287,302.18704,7083.125,0.0013888889,0.7462181630253013,-0.2542242124268728,322440.53,NU-8
278,8.0,0.5,2731602.8,3589412.8,2983450.5,24.503334,61993.348,294.6821,295.33826,7.3408,11961.046,397.73502,632798.9,178984.58,283.15,-80.0,293.7396,265600.0,311.65933,340.90744,311.22424,14.011343,302.07706,8095.0,0.0013888889,0.7462181891498688,-0.2542242314789649,368546.22,NU-9
279,9.0,0.5,3067812.2,4029144.8,3366345.5,27.56625,69766.06,294.6185,295.2748,8.2584,13451.564,397.73505,709479.7,201374.48,283.15,-90.0,293.77243,298800.0,311.63177,341.12387,311.37924,14.01138,301.9868,9106.875,0.0013888889,0.746218159451927,-0.2542244411928992,414651.75,NU-10
280,0.5,1.0,180840.89,264022.4,115439.51,1.5314584,3933.2476,296.7626,297.41827,0.4588,752.8905,397.73502,63075.316,11125.803,283.15,-5.0,293.64432,13915.408,313.83722,333.15,309.92746,14.04013,305.1055,1011.875,0.00025237593,0.7462181680856746,-0.2542241982913405,22976.197,NU-11
281,1.0,1.0,356511.75,511547.6,283840.3,3.0629168,7773.5005,296.32184,296.97626,0.9176,1497.0073,397.73502,90507.57,22252.756,283.15,-10.0,293.62738,32327.104,313.1844,333.15,310.21414,14.042712,304.46793,2023.75,0.00050475186,0.7462181467848757,-0.25422376930903434,45952.688,NU-12
282,2.0,1.0,708948.2,993530.56,659749.56,6.1258335,15478.244,295.79633,296.4509,1.8352,2972.617,397.73502,168024.77,44543.645,283.15,-20.0,293.62888,66400.0,312.5107,336.18228,310.3658,14.044006,303.71677,4047.5,0.0010095037,0.7462181702811471,-0.25422446434569157,91924.29,NU-13
283,3.0,1.0,1054007.2,1470825.6,1039363.2,9.18875,23198.7,295.4877,296.14267,2.7528,4443.812,397.73502,244602.47,66921.125,283.15,-30.0,293.64896,99600.0,312.1144,338.06018,310.37292,14.044443,303.27734,6071.25,0.0013888889,0.746218180797258,-0.25422417671820713,137972.77,NU-14
284,4.0,1.0,1393870.5,1945198.0,1418420.1,12.251667,30940.322,295.27634,295.93164,3.6704,5913.7085,397.73502,321625.2,89307.47,283.15,-40.0,293.67673,132800.0,311.94022,339.1277,310.5027,14.044663,302.97678,8095.0,0.0013888889,0.7462181739189194,-0.2542239312571699,184044.08,NU-15
285,5.0,1.0,1732311.6,2415196.8,1797711.4,15.314584,38698.15,295.12045,295.77603,4.588,7382.984,397.73505,398949.66,111698.625,283.15,-50.0,293.70868,166000.0,311.8349,339.80563,310.60892,14.044798,302.75522,10118.75,0.0013888889,0.7462181715697183,-0.2542240212119262,230124.27,NU-16
286,6.0,1.0,2069727.9,2879884.8,2176988.8,18.3775,46461.598,295.00046,295.65625,5.5056,8851.959,397.73505,476395.03,134087.98,283.15,-60.0,293.74323,199200.0,311.76532,340.28247,310.79504,14.044885,302.58478,12142.5,0.0013888889,0.7462181797394697,-0.25422428856042145,276207.1,NU-17
287,7.0,1.0,2408785.8,3338740.8,2556410.8,21.440416,54225.008,294.90555,295.56155,6.4232,10320.799,397.73502,553864.06,156458.36,283.15,-70.0,293.77948,232400.0,311.71643,340.6359,310.99783,14.044945,302.45,14166.25,0.0013888889,0.7462181883078803,-0.25422437495806754,322291.4,NU-18
288,8.0,1.0,2747586.8,3792533.8,2935839.8,24.503334,61993.594,294.82907,295.4852,7.3408,11789.499,397.73502,631332.7,178806.62,283.15,-80.0,293.81683,265600.0,311.68036,340.90836,311.17703,14.045,302.3414,16190.0,0.0013888889,0.7462181860841011,-0.2542240758373404,368377.78,NU-19
289,9.0,1.0,3086198.5,4242338.0,3315211.0,27.56625,69765.45,294.76645,295.42273,8.2584,13258.137,397.73502,708784.94,201121.44,283.15,-90.0,293.8548,298800.0,311.6528,341.12482,311.33017,14.045038,302.2525,18213.75,0.0013888889,0.7462181847132858,-0.2542243168417643,414465.72,NU-20
290,0.5,2.0,179749.23,285868.62,97185.914,1.5314584,3935.8591,297.06076,297.71622,0.4588,741.632,397.735,63074.76,11128.829,283.15,-5.0,293.69168,13146.161,313.88104,333.15,309.7092,14.107291,305.642,2023.75,0.00050475186,0.7462181300900407,-0.2542237968053519,22979.59,NU-21
291,1.0,2.0,354278.3,552978.06,252208.81,3.0629168,7776.9307,296.61682,297.27115,0.9176,1472.9855,397.73502,86846.734,22259.242,283.15,-10.0,293.68488,30003.34,313.22723,334.79416,310.2082,14.109854,304.99933,4047.5,0.0010095037,0.7462181402498983,-0.2542236988641523,45959.465,NU-22
292,2.0,2.0,705769.3,1071386.4,608126.8,6.1258335,15486.408,296.08826,296.7428,1.8352,2921.6304,397.73502,167035.89,44517.812,283.15,-20.0,293.70465,66400.0,312.54416,336.7196,310.3335,14.111137,304.24344,8095.0,0.0013888889,0.7462181730951707,-0.25422432622974545,91920.32,NU-23
293,3.0,2.0,1055571.1,1576754.5,979642.4,9.18875,23205.578,295.77902,296.43396,2.7528,4365.8784,397.73502,247125.05,66800.32,283.15,-30.0,293.74146,99600.0,312.15674,338.09082,310.35544,14.11157,303.80292,12142.5,0.0013888889,0.7462181861538141,-0.254224207935413,137901.02,NU-24
294,4.0,2.0,1400688.8,2068596.0,1352248.4,12.251667,30942.004,295.56833,296.22357,3.6704,5808.4966,397.73502,326928.0,89115.45,283.15,-40.0,293.7846,132800.0,311.98245,339.12866,310.50668,14.111789,303.50314,16190.0,0.0013888889,0.7462181668623975,-0.2542240589904313,183922.84,NU-25
295,5.0,2.0,1743981.1,2550296.8,1724334.6,15.314584,38696.926,295.41373,296.06924,4.588,7250.4424,397.73502,404051.5,111424.37,283.15,-50.0,293.83075,166000.0,311.877,339.80664,310.6148,14.111922,303.28336,20237.5,0.0013888889,0.7462181900956452,-0.2542242620741088,229963.66,NU-26
296,6.0,2.0,2086228.4,3021011.8,2096243.5,18.3775,46458.56,295.29547,295.95123,5.5056,8692.078,397.73502,477389.0,133739.75,283.15,-60.0,293.8785,199200.0,311.8074,340.28323,310.71112,14.112008,303.11533,24285.0,0.0013888889,0.7462181746917805,-0.2542242367392767,276008.94,NU-27
297,7.0,2.0,2430009.5,3481193.0,2467951.5,21.440416,54224.93,295.2136,295.86923,6.4232,10133.516,397.73502,554697.8,156051.88,283.15,-70.0,293.93225,232400.0,311.7479,340.63647,310.92413,14.094911,302.96933,28332.5,0.0013888889,0.7462181656298476,-0.2542245001425222,322058.84,NU-28
298,8.0,2.0,2773470.5,3932579.8,2839394.0,24.503334,61993.977,295.14856,295.8041,7.3408,11574.763,397.73502,631983.2,178370.72,283.15,-80.0,293.98587,265600.0,311.7028,340.90863,311.1101,14.080341,302.85272,32380.0,0.0013888889,0.7462181856334432,-0.2542240833064978,368111.34,NU-29
299,9.0,2.0,3116635.5,4374523.5,3210509.0,27.56625,69765.76,295.0957,295.75116,8.2584,13016.011,397.73502,709249.9,200729.52,283.15,-90.0,294.03857,298800.0,311.66812,341.12494,311.26663,14.0689945,302.7588,36427.5,0.0013888889,0.7462181595043583,-0.25422426714479335,414162.8,NU-30
300,0.5,0.5,265644.66,226043.27,41576.24,1.5314584,3911.6562,298.55508,299.16455,0.4588,734.00055,397.735,62974.977,0.0,284.05347,-5.0,293.97025,10346.468,315.2402,333.15,309.82877,14.110365,306.0732,505.9375,0.000185139,0.7107004181325673,18.431036726977286,0.0,NA-1
301,1.0,0.5,526093.9,435260.5,141289.9,3.0629168,7743.346,298.1793,298.78818,0.9176,1458.1902,397.735,73733.664,0.0,284.83096,-10.0,294.05356,26024.996,314.62827,334.1018,310.32806,14.112941,305.5267,1011.875,0.000370278,0.7107004180740294,18.43103671857834,0.0,NA-2
302,2.0,0.5,1049315.2,840195.8,386545.88,6.1258335,15407.67,297.75574,298.36526,1.8352,2892.8506,397.73502,138973.38,0.0,286.0619,-20.0,294.59842,61083.28,313.80145,339.29285,310.3834,14.114231,304.91946,2023.75,0.000740556,0.7107004174156086,18.43103672265512,0.0,NA-3
303,3.0,0.5,1571280.9,1240311.2,647607.5,9.18875,23085.469,297.5293,298.13934,2.7528,4322.8096,397.73502,204405.38,0.0,286.96533,-30.0,295.24408,96652.04,313.41852,341.25925,310.29895,14.114667,304.59625,3035.625,0.001110834,0.7107004162968038,18.431036734869213,0.0,NA-4
304,4.0,0.5,2090865.5,1638867.5,913360.7,12.251667,30786.47,297.38718,297.9976,3.6704,5751.293,397.73505,269556.4,0.0,287.62717,-40.0,295.72342,132800.0,313.2994,342.36105,310.46515,14.114886,304.3937,4047.5,0.0013888889,0.7107004146339206,18.43103675831922,0.0,NA-5
305,5.0,0.5,2610139.5,2032369.4,1181615.0,15.314584,38497.06,297.2911,297.90176,4.588,7179.1035,397.73502,334552.53,0.0,288.11136,-50.0,296.09415,166000.0,313.22766,343.0701,310.73056,14.115021,304.25687,5059.375,0.0013888889,0.7107004155241797,18.43103675396487,0.0,NA-6
306,6.0,0.5,3129399.2,2414611.8,1452000.1,18.3775,46217.438,297.22446,297.8353,5.5056,8606.561,397.73502,399285.25,0.0,288.4647,-60.0,296.39514,199200.0,313.69647,343.55655,311.0032,14.11439,304.15964,6071.25,0.0013888889,0.7107004163133992,18.431036736094008,0.0,NA-7
307,7.0,0.5,3650797.0,2785338.5,1723605.2,21.440416,53938.77,297.1856,297.79623,6.4232,10033.788,397.73502,463778.25,0.0,288.7223,-70.0,296.6821,232400.0,313.8319,343.9169,311.24133,14.094961,304.07175,7083.125,0.0013888889,0.7107004207634638,18.431036705089895,0.0,NA-8
308,8.0,0.5,4172376.2,3142255.2,1996145.0,24.503334,61663.008,297.1585,297.76892,7.3408,11460.87,397.73502,528247.0,0.0,288.90958,-80.0,296.91525,265600.0,313.67188,344.194,311.43668,14.080385,304.00873,8095.0,0.0013888889,0.7107004212246238,18.431036673006417,0.0,NA-9
309,9.0,0.5,4694115.5,3484394.0,2269394.8,27.56625,69390.195,297.13998,297.75024,8.2584,12887.8545,397.73502,592699.56,0.0,289.04605,-90.0,297.10834,298800.0,313.63147,344.41397,311.59412,14.069034,303.96332,9106.875,0.0013888889,0.710700416499038,18.431036761320282,0.0,NA-10
310,0.5,1.0,264203.25,250648.22,26462.09,1.5314584,3911.6648,298.68326,299.29468,0.4588,722.21436,397.735,62973.754,0.0,284.05347,-5.0,293.98584,8758.233,315.3262,333.15,309.8154,14.246948,306.48657,1011.875,0.000370278,0.7107004208895594,18.43103673779205,0.0,NA-11
311,1.0,1.0,523139.88,482050.78,116200.7,3.0629168,7749.2803,298.30154,298.91223,0.9176,1433.1194,397.735,76249.77,0.0,284.83096,-10.0,294.0752,23355.57,314.71365,336.38095,310.26236,14.249498,305.93158,2023.75,0.000740556,0.7107004165405999,18.431036720322766,0.0,NA-12
312,2.0,1.0,1043398.25,929209.25,346449.9,6.1258335,15416.238,297.8711,298.48236,1.8352,2839.9944,397.735,146790.5,0.0,286.06268,-20.0,294.54257,56944.77,313.88684,340.07315,310.32162,14.250774,305.31427,4047.5,0.0013888889,0.7107004172233525,18.431036782052168,0.0,NA-13
313,3.0,1.0,1563466.8,1359803.2,597054.75,9.18875,23095.705,297.64267,298.25436,2.7528,4241.7295,397.735,211174.31,0.0,286.9659,-30.0,295.22668,91301.695,313.50293,341.3206,310.23477,14.249783,304.98315,6071.25,0.0013888889,0.7107004161271367,18.431036736052302,0.0,NA-14
314,4.0,1.0,2083023.5,1762316.5,857272.1,12.251667,30794.984,297.52753,298.13834,3.6704,5641.8486,397.73502,271968.8,0.0,287.6277,-40.0,295.78818,125892.53,313.34073,342.37903,310.4178,14.182217,304.7047,8095.0,0.0013888889,0.7107004192980626,18.431036690290625,0.0,NA-15
315,5.0,1.0,2603637.8,2133585.5,1122740.8,15.314584,38504.07,297.44974,298.06006,4.588,7041.2354,397.73502,334754.72,0.0,288.11145,-50.0,296.29163,160705.23,313.24435,343.0712,310.6962,14.141555,304.52536,10118.75,0.0013888889,0.7107004150606457,18.431036769424278,0.0,NA-16
316,6.0,1.0,3124309.5,2487241.8,1389557.5,18.3775,46219.855,297.39587,298.00586,5.5056,8440.249,397.73502,399278.8,0.0,288.4647,-60.0,296.6745,195516.55,313.69653,343.55765,310.9767,14.114391,304.40298,12142.5,0.0013888889,0.7107004134989308,18.431036794092424,0.0,NA-17
317,7.0,1.0,3647082.0,2830920.5,1656545.6,21.440416,53940.855,297.3584,297.96814,6.4232,9844.006,397.73502,463770.03,0.0,288.7223,-70.0,296.97867,229933.86,313.83197,343.9181,311.21368,14.094962,304.317,14166.25,0.0013888889,0.7107004208682953,18.43103669961173,0.0,NA-18
318,8.0,1.0,4169839.8,3166951.0,1923393.0,24.503334,61665.87,297.35403,298.01697,7.3408,11291.239,397.73502,528238.56,0.0,288.90958,-80.0,297.22668,264051.6,313.67197,344.19516,311.40546,14.080385,304.2983,16190.0,0.0013888889,0.7107004214647585,18.43103666645232,0.0,NA-19
319,9.0,1.0,4692430.0,3497124.5,2189807.0,27.56625,69394.05,297.46768,298.13004,8.2584,12743.339,397.73502,592691.5,0.0,289.04605,-90.0,297.43268,297938.7,313.6315,344.4151,311.56012,14.069035,304.4407,18213.75,0.0013888889,0.7107004167533475,18.43103675820609,0.0,NA-20
320,0.5,2.0,264199.0,276800.16,9637.987,1.5314584,3912.376,298.94992,299.56537,0.4588,708.91064,397.73535,62971.32,0.0,284.05344,-5.0,294.01865,7645.081,315.49802,336.20862,309.76785,14.516969,307.3291,2023.75,0.000740556,0.7107004526609775,18.431036301332604,0.0,NA-21
321,1.0,2.0,517477.4,531623.1,78053.31,3.0629168,7750.5015,298.55667,299.17102,0.9176,1404.9106,397.73502,82771.21,0.0,284.83096,-10.0,294.12177,19427.242,314.88446,340.437,309.8265,14.519468,306.75757,4047.5,0.0013888889,0.7107004238871687,18.431036690938168,0.0,NA-22
322,2.0,2.0,1035827.5,1001333.4,289761.3,6.1258335,15420.252,298.16165,298.7737,1.8352,2780.6296,397.735,153736.2,0.0,286.06335,-20.0,294.79468,50581.33,313.97128,340.9118,310.22906,14.384149,305.95114,8095.0,0.0013888889,0.7107004077854592,18.43103691721721,0.0,NA-23
323,3.0,2.0,1558520.2,1404113.6,533833.0,9.18875,23096.568,297.98038,298.5904,2.7528,4150.7266,397.735,216291.34,0.0,286.9659,-30.0,295.6309,85015.75,313.5038,341.32126,310.18634,14.249785,305.46304,12142.5,0.0013888889,0.7107004212568214,18.431036663021107,0.0,NA-24
324,4.0,2.0,2080518.6,1779183.0,784070.44,12.251667,30795.135,297.86667,298.47577,3.6704,5542.029,397.735,274619.62,0.0,287.6277,-40.0,296.26205,119064.5,313.34097,342.38007,310.3626,14.1822195,305.1864,16190.0,0.0013888889,0.7107004190636613,18.431036694413756,0.0,NA-25
325,5.0,2.0,2602467.0,2139298.5,1035345.1,15.314584,38504.32,297.7912,298.39978,4.588,6967.986,397.73502,334751.22,0.0,288.11145,-50.0,296.81204,152850.5,313.24463,343.07214,310.64172,14.141557,305.0102,20237.5,0.0013888889,0.7107004150279588,18.431036769803875,0.0,NA-26
326,6.0,2.0,3123884.8,2489341.2,1286325.0,18.3775,46221.035,297.78918,298.4518,5.5056,8402.526,397.73502,399276.3,0.0,288.4647,-60.0,297.23523,186111.05,313.69666,343.55832,310.9208,14.114393,304.9733,24285.0,0.0013888889,0.7107004133302608,18.43103679648149,0.0,NA-27
327,7.0,2.0,3647020.8,2831445.5,1536803.9,21.440416,53943.395,297.96167,298.6233,6.4232,9844.007,397.73502,463769.44,0.0,288.7223,-70.0,297.57382,218973.5,313.83212,343.91846,311.15408,14.094963,305.18564,28332.5,0.0013888889,0.7107004210208676,18.43103669734064,0.0,NA-28
