,ScalingFactorS,LoadScalingFactor,electricEnergyKwh,naturalGasEnergyKwh,districtHeatingEnergyKwh,volumeFlowMainVentilatorM3H,PowerDemandMainVentilator,TemperatureBeforeMainVentilator,TemperatureAfterMainVentilator,volumeFlowRegenerationVentilatorM3H,PowerDemandRegenerationVentilator,TemperatureRegenerationHeater,HeatFlowRegenerationHeater,HeatFlowPreCooler/Heater-amb-1,TemperaturePreCooler-amb-1,HeatFlowPreCooler-3-4,TemperaturePreCooler-3-4,HeatFlowPreHeater-5-In,TemperaturePreHeater-5-In,FluidTemperatureInHeatRecoveryUnit,TemperatureInPurgeAir,DewPointTemperatureDryRoom,TemperatureDryRoom,DryRoomHeatLoad,DryRoomMoistureLoad,OutsideRelativeHumidity,OutsideTemperatureDegrees,Preheating,locationVariant
334,4.0,0.5,1930141.5,1640861.6,1158272.9,12.251667,30947.584,294.83868,295.501,3.6704,5984.2593,397.73502,318825.53,78979.234,283.15,-40.0,293.52005,132800.0,311.51404,345.8287,310.441,14.02774,302.32153,4047.5,0.0013888889,0.5768815025495717,13.126418531409819,48561.434,SE-5
335,5.0,0.5,2405414.0,2034766.1,1478766.4,15.314584,38679.1,294.67184,295.33444,4.588,7471.972,397.73502,391671.66,98764.41,283.15,-50.0,293.52884,166000.0,311.64853,346.60403,310.62158,14.027875,302.08463,5059.375,0.0013888889,0.5768814994444658,13.126418460902974,60721.8,SE-6
336,6.0,0.5,2880094.0,2422339.2,1800099.9,18.3775,46409.098,294.54266,295.20544,5.5056,8959.36,397.73505,464820.88,118550.836,283.15,-60.0,293.54187,199200.0,311.47357,347.14822,310.8252,14.027962,301.90118,6071.25,0.0013888889,0.5768814913958318,13.126418502494955,72882.01,SE-7
337,7.0,0.5,3356637.5,2802348.5,2122057.8,21.440416,54137.59,294.4398,295.10278,6.4232,10446.561,397.73502,538354.5,138297.27,283.15,-70.0,293.55814,232400.0,311.28738,347.55154,311.02063,14.028022,301.7552,7083.125,0.0013888889,0.5768814989341869,13.126418554055803,85041.984,SE-8
338,8.0,0.5,3833071.2,3175890.0,2444308.0,24.503334,61864.86,294.35626,295.01938,7.3408,11933.685,397.73502,612230.6,158106.53,283.15,-80.0,293.57687,265600.0,311.25082,347.86166,311.19803,14.028077,301.63663,8095.0,0.0013888889,0.5768814915511055,13.12641869845636,97207.88,SE-9
339,9.0,0.5,4309407.0,3543844.5,2766672.0,27.56625,69601.04,294.28735,294.95062,8.2584,13420.715,397.73502,686377.06,177843.39,283.15,-90.0,293.6934,298800.0,311.22278,348.1078,311.3517,14.028115,301.53885,9106.875,0.0013888889,0.5768814909014768,13.126418626721593,109367.72,SE-10
340,0.5,1.0,246843.84,246817.98,66772.21,1.5314584,3933.7234,296.53226,297.1959,0.4588,751.1198,397.73502,63078.11,9808.356,283.15,-5.0,293.6038,14713.9375,313.49338,335.7009,309.84366,14.073531,304.82675,1011.875,0.00048222163,0.5768814922914862,13.126418495550903,6055.469,SE-11
341,1.0,1.0,487919.47,475702.16,192188.2,3.0629168,7774.9414,296.0731,296.73517,0.9176,1493.4005,397.73502,87768.82,19634.154,283.15,-10.0,293.57596,33200.0,312.82483,340.297,310.1586,14.076108,304.1637,2023.75,0.00096444326,0.5768814818406408,13.12641862458498,12111.6455,SE-12
342,2.0,1.0,972063.3,918293.06,489810.12,6.1258335,15467.448,295.5223,296.18433,1.8352,2965.0684,397.73502,162745.42,39348.918,283.15,-20.0,293.55676,66400.0,312.0579,342.8373,310.32526,14.077398,303.3771,4047.5,0.0013888889,0.57688149994928,13.126418692316015,24236.928,SE-13
343,3.0,1.0,1452669.6,1346944.1,800525.0,9.18875,23192.484,295.1956,295.8579,2.7528,4432.2837,397.73502,236784.61,59132.258,283.15,-30.0,293.55746,99600.0,311.7226,344.64246,310.29178,14.077834,302.9121,6071.25,0.0013888889,0.5768814892001076,13.126418552816903,36384.184,SE-14
344,4.0,1.0,1930317.1,1758848.8,1115619.2,12.251667,30921.332,294.97043,295.63306,3.6704,5898.2827,397.73502,311258.7,78913.664,283.15,-40.0,293.56702,132800.0,311.5455,345.83008,310.3895,14.078053,302.59204,8095.0,0.0013888889,0.5768815072140284,13.126418634898819,48535.277,SE-15
345,5.0,1.0,2407336.8,2157468.8,1432356.2,15.314584,38648.785,294.80356,295.46646,4.588,7363.696,397.73502,386038.06,98629.11,283.15,-50.0,293.582,166000.0,311.6672,346.6054,310.56693,14.078188,302.355,10118.75,0.0013888889,0.5768815041204138,13.126418543156491,60690.516,SE-16
346,6.0,1.0,2883877.2,2546255.8,1749742.8,18.3775,46374.62,294.67465,295.33777,5.5056,8828.848,397.73502,460931.4,118465.24,283.15,-60.0,293.6008,199200.0,311.5017,347.14938,310.77054,14.078275,302.17197,12142.5,0.0013888889,0.5768814963704575,13.126418478113525,72844.336,SE-17
347,7.0,1.0,3362218.5,2927507.8,2067260.5,21.440416,54098.926,294.57233,295.2356,6.4232,10293.767,397.73502,535857.06,138232.14,283.15,-70.0,293.62247,232400.0,311.3188,347.55234,310.96478,14.078335,302.02667,14166.25,0.0013888889,0.5768814954045985,13.126418597030598,85003.39,SE-18
348,8.0,1.0,3840374.0,3302464.8,2384678.2,24.503334,61821.96,294.48944,295.15286,7.3408,11758.578,397.73502,610776.9,157979.61,283.15,-80.0,293.64627,265600.0,311.2822,347.86212,311.14252,14.07839,301.909,16190.0,0.0013888889,0.5768814955749184,13.126418587746217,97158.23,SE-19
349,9.0,1.0,4318314.5,3672287.2,2701830.8,27.56625,69544.02,294.42856,295.09192,8.2584,13223.266,397.73502,685682.8,177759.77,283.15,-90.0,293.72968,298800.0,311.24832,348.108,311.30157,14.068989,301.80612,18213.75,0.0013888889,0.57688149517304,13.126418656789326,109314.3,SE-20
350,0.5,2.0,247164.47,270157.8,51207.086,1.5314584,3936.3474,296.81793,297.4821,0.4588,739.7194,397.73502,63077.258,9808.776,283.15,-5.0,293.64697,13574.601,313.55765,337.28415,309.8336,14.173777,305.4011,2023.75,0.00096444326,0.5768814823981627,13.126418672669868,6056.057,SE-21
351,1.0,2.0,483991.12,519994.94,157777.52,3.0629168,7778.4453,296.353,297.01566,0.9176,1469.2311,397.735,84151.86,19636.562,283.15,-10.0,293.62836,31499.494,312.88818,341.98068,310.1191,14.176328,304.72934,4047.5,0.0013888889,0.5768814637554944,13.126419048361845,12112.924,SE-22
352,2.0,2.0,967672.4,989077.75,437927.03,6.1258335,15473.247,295.79562,296.45825,1.8352,2914.2156,397.73502,161425.06,39314.49,283.15,-20.0,293.62567,66400.0,312.121,342.83774,310.27182,14.177605,303.93286,8095.0,0.0013888889,0.5768814953284761,13.126418566944057,24229.408,SE-23
353,3.0,2.0,1451725.5,1422167.8,740260.94,9.18875,23183.549,295.466,296.12897,2.7528,4354.583,397.73502,238738.34,59044.695,283.15,-30.0,293.64145,99600.0,311.78555,344.64307,310.20352,14.178035,303.4635,12142.5,0.0013888889,0.5768814966507002,13.126418595294787,36358.098,SE-24
354,4.0,2.0,1932879.8,1836140.6,1046068.3,12.251667,30903.002,295.23987,295.9031,3.6704,5793.4653,397.73502,315739.44,78784.54,283.15,-40.0,293.66498,132800.0,311.60837,345.8303,310.28934,14.178252,303.14185,16190.0,0.0013888889,0.576881502312748,13.126418315582502,48498.496,SE-25
355,5.0,2.0,2413190.5,2237388.8,1352484.4,15.314584,38625.066,295.097,295.75983,4.588,7231.707,397.73502,391662.94,98554.555,283.15,-50.0,293.70377,166000.0,311.6938,346.6054,310.48856,14.141476,302.87558,20237.5,0.0013888889,0.5768814965068613,13.126418700083777,60638.12,SE-26
356,6.0,2.0,2892653.0,2627326.2,1658681.9,18.3775,46350.383,294.98734,295.64993,5.5056,8669.51,397.73502,461901.6,118239.57,283.15,-60.0,293.74423,199200.0,311.52203,347.14926,310.7082,14.114326,302.67456,24285.0,0.0013888889,0.5768814941516294,13.126418652227422,72783.6,SE-27
357,7.0,2.0,3373699.8,3007534.8,1964517.1,21.440416,54068.863,294.9003,295.56274,6.4232,10107.229,397.73502,536667.1,138032.86,283.15,-70.0,293.7852,232400.0,311.32965,347.55228,310.91495,14.094905,302.51865,28332.5,0.0013888889,0.5768814940242077,13.126418530245562,84932.01,SE-28
358,8.0,2.0,3854319.0,3379930.0,2269745.2,24.503334,61784.273,294.83002,295.49237,7.3408,11544.805,397.73502,611410.8,157778.17,283.15,-80.0,293.82635,265600.0,311.284,347.86203,311.09836,14.080336,302.39465,32380.0,0.0013888889,0.5768814946933841,13.126418560322673,97079.875,SE-29
359,9.0,2.0,4334644.5,3744690.5,2574515.5,27.56625,69499.89,294.7725,295.43478,8.2584,12982.136,397.73502,686137.5,177559.53,283.15,-90.0,293.86746,298800.0,311.24887,348.10794,311.25446,14.06899,302.29416,36427.5,0.0013888889,0.5768814961690245,13.12641865232368,109232.336,SE-30
360,0.5,0.5,257031.36,220786.38,50652.7,1.5314584,3933.198,296.68134,297.33536,0.4588,741.8059,397.73502,63074.523,3907.8477,284.22824,-5.0,293.62903,14149.313,313.98334,333.15,309.83835,14.054294,305.01593,505.9375,0.00020286064,0.6217827322966898,18.500542471448185,403.92807,BM-1
361,1.0,0.5,508859.7,425548.62,157281.19,3.0629168,7777.683,296.24463,296.89734,0.9176,1474.7382,397.73502,82280.35,7802.782,284.29044,-10.0,293.6099,32788.277,313.3363,337.4016,310.21463,14.056878,304.3842,1011.875,0.00040572128,0.6217827347438841,18.500542303121538,808.3449,BM-2
362,2.0,0.5,1014841.0,822201.1,414697.06,6.1258335,15510.961,295.7248,296.37766,1.8352,2927.6167,397.73502,153876.55,15589.295,284.29984,-20.0,293.60745,63670.688,312.60284,342.99167,310.38748,14.058172,303.6411,2023.75,0.00081144256,0.6217827318999174,18.500542434552443,1616.8156,BM-3
363,3.0,0.5,1519562.1,1214259.9,687321.4,9.18875,23275.408,295.41983,296.07306,2.7528,4376.1284,397.73502,225310.02,23375.88,284.29947,-30.0,293.62424,99600.0,312.27844,345.0211,310.34482,14.05861,303.20682,3035.625,0.0012171639,0.6217827334307074,18.500542263488537,2425.4248,BM-4
364,4.0,0.5,2021843.6,1604785.8,964358.7,12.251667,31057.816,295.21088,295.86447,3.6704,5823.3335,397.73502,296916.78,31155.697,284.29877,-40.0,293.64917,132800.0,312.10556,346.14282,310.45877,14.05883,302.90964,4047.5,0.0013888889,0.6217827276583705,18.50054253783076,3234.0378,BM-5
365,5.0,0.5,2523642.0,1992210.2,1243417.0,15.314584,38852.863,295.05655,295.71042,4.588,7270.0044,397.73502,368530.9,38931.266,284.29642,-50.0,293.67865,166000.0,312.00244,346.8646,310.66327,14.058965,302.6903,5059.375,0.0013888889,0.6217827318483108,18.500542513501625,4043.0378,BM-6
366,6.0,0.5,3025171.8,2372718.8,1523986.0,18.3775,46657.254,294.93762,295.59174,5.5056,8716.412,397.73502,440102.78,46719.82,284.29642,-60.0,293.7111,199200.0,311.93387,347.36505,310.89066,14.0590515,302.52136,6071.25,0.0013888889,0.6217827377266486,18.500542293805957,4852.064,BM-7
367,7.0,0.5,3528720.0,2744031.8,1805578.9,21.440416,54468.68,294.84348,295.49777,6.4232,10162.694,397.73502,511635.9,54497.215,284.29498,-70.0,293.74548,232400.0,311.8856,347.73376,311.10492,14.059113,302.3876,7083.125,0.0013888889,0.6217827355425353,18.500542384209,5661.749,BM-8
368,8.0,0.5,4032349.5,3104477.2,2087959.5,24.503334,62285.496,294.76743,295.4219,7.3408,11608.882,397.73502,583136.3,62265.344,284.29276,-80.0,293.78113,265600.0,311.84995,348.0175,311.29346,14.059168,302.27963,8095.0,0.0013888889,0.6217827433478602,18.500542167814167,6471.1606,BM-9
369,9.0,0.5,4536026.0,3453495.5,2370844.2,27.56625,70107.02,294.70514,295.3597,8.2584,13054.992,397.73502,654559.25,70038.875,284.29117,-90.0,293.81757,298800.0,311.82263,348.24243,311.45386,14.059205,302.19116,9106.875,0.0013888889,0.6217827381335078,18.50054235462557,7281.187,BM-10
370,0.5,1.0,255758.97,244751.88,35987.316,1.5314584,3936.2163,296.8142,297.46912,0.4588,730.20135,397.735,63073.805,3908.3882,284.2194,-5.0,293.64706,13699.782,314.03458,337.9662,309.81232,14.135499,305.34085,1011.875,0.00040572128,0.6217827410891661,18.50054232390111,404.05362,BM-11
371,1.0,1.0,506244.6,471155.16,132981.11,3.0629168,7779.03,296.37296,297.02652,0.9176,1449.9971,397.735,79934.93,7800.0806,284.28207,-10.0,293.6319,31365.963,313.38712,341.85034,310.18356,14.138065,304.70245,2023.75,0.00081144256,0.6217827326540376,18.500542357458638,808.5275,BM-12
372,2.0,1.0,1009601.5,909011.4,375912.62,6.1258335,15513.746,295.84735,296.50104,1.8352,2875.3809,397.73502,153252.64,15583.329,284.30334,-20.0,293.63647,59809.434,312.65353,345.4343,310.3447,14.139351,303.95087,4047.5,0.0013888889,0.6217827405483659,18.500542328822068,1617.3112,BM-13
373,3.0,1.0,1512306.8,1335106.2,637378.8,9.18875,23279.629,295.53934,296.1934,2.7528,4295.968,397.735,225718.56,23368.021,284.30215,-30.0,293.6597,96486.1,312.329,345.07098,310.28674,14.139784,303.51205,6071.25,0.0013888889,0.6217827323650172,18.50054231577384,2426.0366,BM-14
374,4.0,1.0,2014041.6,1739806.1,907269.94,12.251667,31063.742,295.32874,295.98312,3.6704,5715.1177,397.73502,297812.12,31147.533,284.30115,-40.0,293.6907,132800.0,312.1563,346.1586,310.39337,14.140003,303.2124,8095.0,0.0013888889,0.6217827244598034,18.500542647927723,3234.9978,BM-15
375,5.0,1.0,2516520.0,2119259.5,1181820.4,15.314584,38860.023,295.17358,295.82825,4.588,7133.675,397.73502,369399.12,38934.883,284.30005,-50.0,293.72586,166000.0,312.0532,346.86816,310.59802,14.140137,302.99182,10118.75,0.0013888889,0.6217827316251747,18.500542511318585,4043.8347,BM-16
376,6.0,1.0,3019197.8,2478875.5,1458350.9,18.3775,46665.797,295.0712,295.72565,5.5056,8551.9375,397.73502,440726.1,46715.805,284.29733,-60.0,293.7716,199200.0,311.96848,347.36642,310.8389,14.114333,302.80185,12142.5,0.0013888889,0.6217827327233043,18.500542467291915,4853.084,BM-17
377,7.0,1.0,3524023.5,2825046.0,1735483.8,21.440416,54477.094,294.99005,295.64435,6.4232,9970.05,397.73502,512020.7,54490.336,284.29602,-70.0,293.8179,232400.0,311.90805,347.73474,311.06387,14.094912,302.65424,14166.25,0.0013888889,0.6217827362382149,18.500542238896138,5662.2227,BM-18
378,8.0,1.0,4028843.8,3162179.5,2012570.2,24.503334,62292.81,294.92456,295.57877,7.3408,11388.058,397.73502,583293.0,62275.562,284.29373,-80.0,293.86414,265600.0,311.86334,348.0184,311.26013,14.080341,302.53696,16190.0,0.0013888889,0.6217827413504745,18.500542247950722,6471.655,BM-19
379,9.0,1.0,4533537.0,3492803.2,2289334.2,27.56625,70113.24,294.871,295.52515,8.2584,12819.976,397.73502,654549.6,70038.04,284.2916,-90.0,293.91006,298800.0,311.82898,348.2431,311.4258,14.068995,302.44205,18213.75,0.0013888889,0.6217827410784578,18.500542205611122,7281.453,BM-20
380,0.5,2.0,255022.27,270868.6,17706.537,1.5314584,3939.0278,297.08762,297.74426,0.4588,716.9754,397.7354,63096.88,3909.1492,284.2044,-5.0,293.68442,12485.9795,314.13702,342.15115,309.76492,14.296792,306.0021,2023.75,0.00081144256,0.6217827818027976,18.50054164861171,404.19098,BM-21
381,1.0,2.0,501240.2,520708.4,95690.67,3.0629168,7784.0825,296.63687,297.29208,0.9176,1421.8922,397.73502,85349.08,7801.9688,284.2708,-10.0,293.67804,28527.457,313.48868,346.32867,310.05203,14.299323,305.34976,4047.5,0.0013888889,0.6217827360814184,18.500542627429187,808.8135,BM-22
382,2.0,2.0,1002041.8,987801.06,318073.47,6.1258335,15519.191,296.10016,296.75546,1.8352,2816.1536,397.735,164346.17,15581.757,284.3083,-20.0,293.69803,53723.754,312.75476,346.6947,310.22684,14.30059,304.58182,8095.0,0.0013888889,0.6217827184764567,18.500542655140247,1617.7822,BM-23
383,3.0,2.0,1506323.9,1398371.4,570398.0,9.18875,23288.021,295.81378,296.4685,2.7528,4205.1274,397.735,233686.62,23365.953,284.30502,-30.0,293.7461,89009.67,312.4796,345.07184,310.1979,14.249671,304.08417,12142.5,0.0013888889,0.6217827319017581,18.50054236810927,2426.5918,BM-24
384,4.0,2.0,2010261.2,1775837.8,830557.8,12.251667,31069.922,295.6392,296.2931,3.6704,5592.5244,397.73502,298022.5,31151.676,284.302,-40.0,293.8073,125331.73,312.18332,346.15958,310.32816,14.182133,303.72217,16190.0,0.0013888889,0.621782726262608,18.500542648227203,3235.4185,BM-25
385,5.0,2.0,2514366.5,2136541.5,1092273.6,15.314584,38864.105,295.50943,296.1629,4.588,7009.419,397.73502,369395.62,38935.617,284.29987,-50.0,293.868,161185.66,312.05472,346.86877,310.551,14.141487,303.46954,20237.5,0.0013888889,0.6217827310285754,18.50054255787907,4044.1814,BM-26
386,6.0,2.0,3018105.5,2486446.0,1353964.4,18.3775,46667.27,295.40952,296.06274,5.5056,8452.51,397.73502,440722.97,46716.28,284.29794,-60.0,293.92816,197157.67,311.96915,347.36655,310.79395,14.114335,303.2822,24285.0,0.0013888889,0.6217827348686665,18.500542375016934,4852.9,BM-27
387,7.0,2.0,3523588.0,2828272.0,1615194.2,21.440416,54477.176,295.3308,295.9839,6.4232,9902.588,397.73502,512019.34,54490.645,284.29593,-70.0,294.04333,232400.0,311.90866,347.7346,311.019,14.0949135,303.13797,28332.5,0.0013888889,0.6217827386969133,18.50054217535366,5662.4995,BM-28
388,8.0,2.0,4028807.5,3163563.5,1875848.6,24.503334,62292.87,295.2678,295.92078,7.3408,11358.832,397.73502,583293.56,62275.707,284.29385,-80.0,294.1425,265600.0,311.86395,348.0183,311.21326,14.080343,303.02417,32380.0,0.0013888889,0.6217827444815629,18.500542148829112,6471.4595,BM-29
389,9.0,2.0,4533762.5,3493369.8,2135935.0,27.56625,70113.33,295.21667,295.8696,8.2584,12819.975,397.73502,654550.5,70038.336,284.2916,-90.0,294.22028,298800.0,311.82956,348.24304,311.3754,14.068996,302.9327,36427.5,0.0013888889,0.6217827381321175,18.500542308021863,7281.116,BM-30
390,0.5,0.5,243074.25,224701.86,51373.285,1.5314584,3929.3518,298.29648,298.93344,0.4588,741.27936,397.73502,62988.117,2032.4734,283.31683,-5.0,293.93112,11485.991,314.72995,333.15,309.83978,14.073461,305.67786,505.9375,0.00017840795,0.6435192342399927,16.62738885834945,18.79028,MS-1
391,1.0,0.5,480978.38,433432.6,157959.06,3.0629168,7761.163,297.90668,298.54263,0.9176,1473.1313,397.735,80366.53,4065.0393,283.44226,-10.0,294.00314,26119.201,314.1193,333.36566,310.41293,14.076042,305.11163,1011.875,0.0003568159,0.643519234200692,16.627388882425144,37.606853,MS-2
392,2.0,0.5,959082.4,838098.4,414542.9,6.1258335,15459.464,297.46115,298.09732,1.8352,2923.635,397.73502,148566.34,8130.685,283.6085,-20.0,294.3828,59896.25,313.41415,339.26404,310.53265,14.077335,304.4732,2023.75,0.0007136318,0.6435192351455996,16.62738894906159,75.23954,MS-3
393,3.0,0.5,1435922.0,1238199.9,686077.2,9.18875,23151.965,297.2182,297.85474,2.7528,4369.8228,397.73502,215923.48,12195.182,283.70377,-30.0,294.93417,96002.75,313.0895,341.30054,310.39423,14.077772,304.12653,3035.625,0.0010704477,0.6435192328371836,16.62738895585816,112.869545,MS-4
394,4.0,0.5,1910371.2,1636851.1,962019.7,12.251667,30837.51,297.06308,297.6999,3.6704,5814.664,397.73508,283689.3,16260.3545,283.7583,-40.0,295.3389,132076.77,312.9157,342.4076,310.50934,14.077992,303.90555,4047.5,0.0013888889,0.6435192329189326,16.62738894776106,150.4752,MS-5
395,5.0,0.5,2384318.5,2033706.5,1239838.4,15.314584,38516.11,296.95642,297.59338,4.588,7258.8926,397.73502,351726.06,20321.604,283.78955,-50.0,295.64868,166000.0,312.81253,343.11804,310.74634,14.078127,303.75366,5059.375,0.0013888889,0.6435192341278967,16.62738894705133,188.11017,MS-6
396,6.0,0.5,2857973.5,2424627.5,1519073.6,18.3775,46188.473,296.8802,297.5173,5.5056,8702.7,397.73502,419867.03,24392.842,283.8074,-60.0,295.89258,199200.0,312.74594,343.6109,311.00082,14.078214,303.6452,6071.25,0.0013888889,0.6435192299759851,16.627389052459304,225.72963,MS-7
397,7.0,0.5,3333650.5,2806885.0,1799366.6,21.440416,53861.707,296.82465,297.46188,6.4232,10146.337,397.73502,488030.2,28457.373,283.8176,-70.0,296.0878,232400.0,312.70047,343.97073,311.2281,14.078274,303.5662,7083.125,0.0013888889,0.6435192365199799,16.627388904461476,263.37302,MS-8
398,8.0,0.5,3809381.8,3179293.0,2080369.6,24.503334,61529.37,296.7838,297.42108,7.3408,11589.674,397.73502,556184.75,32526.951,283.82343,-80.0,296.24652,265600.0,312.66806,344.2477,311.42087,14.078329,303.5081,8095.0,0.0013888889,0.6435192362085403,16.62738890661316,300.99402,MS-9
399,9.0,0.5,4285168.0,3540479.8,2361902.2,27.56625,69234.08,296.75903,297.39618,8.2584,13032.989,397.73502,624326.3,36594.36,283.82678,-90.0,296.4093,298800.0,312.6422,344.46756,311.58228,14.069014,303.45636,9106.875,0.0013888889,0.643519232559149,16.62738896970517,338.73666,MS-10
400,0.5,1.0,241828.97,248458.6,36772.945,1.5314584,3929.4587,298.4301,299.0684,0.4588,729.45856,397.735,62987.78,2032.9183,283.31683,-5.0,293.94925,10300.074,314.79346,333.15,309.8169,14.173636,306.03696,1011.875,0.0003568159,0.6435192342801895,16.627388931900462,18.79469,MS-11
401,1.0,1.0,478431.3,478628.88,133807.02,3.0629168,7763.924,298.03564,298.67282,0.9176,1447.89,397.735,76909.875,4066.106,283.44235,-10.0,294.02686,24392.014,314.1822,336.0347,310.37668,14.176197,305.46393,2023.75,0.0007136318,0.6435192376848795,16.627388880081753,37.616295,MS-12
402,2.0,1.0,953975.0,924149.25,376017.97,6.1258335,15465.968,297.58502,298.22238,1.8352,2870.3928,397.73502,146459.9,8132.209,283.60855,-20.0,294.27646,56002.258,313.47687,339.64517,310.48712,14.177479,304.818,4047.5,0.0013888889,0.6435192348725698,16.627388905931085,75.251945,MS-13
403,3.0,1.0,1428677.0,1359970.5,635985.2,9.18875,23159.285,297.3397,297.9774,2.7528,4288.16,397.735,215214.55,12198.112,283.70383,-30.0,294.86252,90904.516,313.15204,341.37762,310.33533,14.177912,304.46777,6071.25,0.0013888889,0.6435192350536661,16.62738888585532,112.88009,MS-14
404,4.0,1.0,1902347.4,1776083.1,904169.94,12.251667,30844.562,297.18365,297.8216,3.6704,5704.4395,397.735,283883.25,16264.152,283.75836,-40.0,295.28906,126012.336,312.97818,342.4347,310.44614,14.178129,304.24536,8095.0,0.0013888889,0.6435192341648526,16.627388936590222,150.49393,MS-15
405,5.0,1.0,2376753.0,2167391.0,1177082.0,15.314584,38522.938,297.09503,297.73245,4.588,7120.0195,397.73502,352395.53,20330.28,283.78955,-50.0,295.73877,161225.16,312.85217,343.126,310.6961,14.141519,304.05563,10118.75,0.0013888889,0.6435192310393739,16.627389025651944,188.13618,MS-16
406,6.0,1.0,2851479.8,2537185.2,1452292.2,18.3775,46193.855,297.033,297.67007,5.5056,8535.189,397.73502,420707.75,24395.715,283.8074,-60.0,296.0767,196563.47,312.76865,343.6121,310.9618,14.114361,303.9217,12142.5,0.0013888889,0.6435192298552695,16.62738897503012,225.76599,MS-17
407,7.0,1.0,3328383.0,2893005.0,1728165.0,21.440416,53856.31,296.98846,297.6253,6.4232,9950.061,397.73502,488725.5,28461.68,283.8176,-70.0,296.342,231877.39,312.7111,343.97186,311.19742,14.094935,303.82578,14166.25,0.0013888889,0.6435192343675679,16.627388955661214,263.4085,MS-18
408,8.0,1.0,3805308.8,3239942.0,2004002.4,24.503334,61536.406,296.95648,297.5931,7.3408,11364.675,397.73502,556719.3,32527.816,283.82343,-80.0,296.55637,265600.0,312.66962,344.2489,311.39233,14.080363,303.75583,16190.0,0.0013888889,0.6435192345909583,16.627388966983215,301.0234,MS-19
409,9.0,1.0,4282126.0,3580505.0,2279534.2,27.56625,69241.484,296.93378,297.57025,8.2584,12798.3955,397.73502,624697.9,36594.832,283.82678,-90.0,296.73297,298800.0,312.6423,344.46866,311.55112,14.069015,303.7045,18213.75,0.0013888889,0.643519231895957,16.62738901349195,338.6424,MS-20
410,0.5,2.0,240653.98,274678.53,17578.146,1.5314584,3927.7449,298.7064,299.34732,0.4588,716.049,397.73502,62987.137,2033.6293,283.31683,-5.0,293.98712,9199.165,314.92023,336.75983,309.76938,14.372288,306.76865,2023.75,0.0007136318,0.6435192453943244,16.627388549934064,18.802477,MS-21
411,1.0,2.0,473544.78,528363.9,96567.414,3.0629168,7768.233,298.30264,298.9423,0.9176,1419.3923,397.735,82586.02,4067.4539,283.4424,-10.0,294.07697,21904.162,314.3078,341.03198,310.14948,14.374808,306.18216,4047.5,0.0013888889,0.6435192205890341,16.62738918234131,37.634766,MS-22
412,2.0,2.0,946256.06,1005303.25,317520.3,6.1258335,15475.433,297.84198,298.48172,1.8352,2810.3625,397.735,157116.56,8133.8555,283.6087,-20.0,294.47885,49909.805,313.60193,341.6874,310.34845,14.376068,305.5214,8095.0,0.0013888889,0.643519224740951,16.627389207983985,75.28539,MS-23
413,3.0,2.0,1422434.8,1426824.1,568220.2,9.18875,23168.2,297.64554,298.28317,2.7528,4196.124,397.735,228510.61,12199.738,283.7039,-30.0,295.2111,83620.125,313.19757,341.37848,310.26633,14.249726,305.02173,12142.5,0.0013888889,0.6435192379306827,16.62738883839421,112.926346,MS-24
414,4.0,2.0,1898352.1,1813930.9,827026.6,12.251667,30844.66,297.5204,298.15704,3.6704,5580.2627,397.735,291047.28,16265.725,283.75836,-40.0,295.7612,118587.78,312.98148,342.4358,310.39145,14.182175,304.7289,16190.0,0.0013888889,0.6435192336718165,16.627388949070596,150.5399,MS-25
415,5.0,2.0,2374491.0,2184419.5,1087424.0,15.314584,38519.33,297.43518,298.07126,4.588,6998.0977,397.73502,352652.53,20331.158,283.78955,-50.0,296.2585,153140.45,312.85287,343.12717,310.643,14.1415205,304.5389,20237.5,0.0013888889,0.643519232444317,16.62738894854823,188.1604,MS-26
416,6.0,2.0,2850290.8,2544144.2,1347793.5,18.3775,46188.57,297.37567,298.0114,5.5056,8438.879,397.73502,420702.25,24396.29,283.8074,-60.0,296.6362,187278.73,312.76932,343.6128,310.90988,14.114363,304.40848,24285.0,0.0013888889,0.6435192299386395,16.627388999457544,225.75891,MS-27
417,7.0,2.0,3327822.8,2895878.0,1607671.8,21.440416,53854.668,297.33383,297.9693,6.4232,9886.594,397.73502,488721.7,28462.479,283.8176,-70.0,296.9361,221043.98,312.71173,343.97226,311.1434,14.094937,304.31625,28332.5,0.0013888889,0.6435192375230621,16.627388852681747,263.4094,MS-28
418,8.0,2.0,3805104.0,3241129.0,1866976.6,24.503334,61536.625,297.30457,297.95526,7.3408,11340.06,397.73502,556717.44,32528.615,283.82343,-80.0,297.1802,254475.5,312.67023,344.24902,311.3341,14.080364,304.2501,32380.0,0.0013888889,0.6435192373333507,16.62738890349156,301.0145,MS-29
419,9.0,2.0,4282119.0,3580924.0,2125701.0,27.56625,69241.58,297.37653,298.06622,8.2584,12798.396,397.73502,624696.8,36597.332,283.82678,-90.0,297.38275,287615.1,312.64252,344.46857,311.48563,14.0690155,304.34814,36427.5,0.0013888889,0.6435192348058367,16.62738890215128,338.64343,MS-30
420,0.5,0.5,201827.14,238929.42,66526.86,1.5314584,3930.0332,296.8357,297.48492,0.4588,752.0651,397.73502,63072.137,3840.1675,283.15,-5.0,293.6564,13362.679,314.18256,333.15,309.87222,14.036311,305.17828,505.9375,0.00017124928,0.8006507627275794,8.756341980827672,383.5692,OS-1
